t_s,bus_v,shunt_mv,current_ma,power_mw
0.0003404559993214207,12.892,2.0072992700729926,200.72992700729927,2587.810218978102
0.010406599998532329,12.872,2.0072992700729926,200.72992700729927,2583.795620437956
0.02046894799968868,12.892,2.0072992700729926,200.72992700729927,2587.810218978102
0.03053007299968158,12.872,2.0072992700729926,200.72992700729927,2583.795620437956
0.040591124999991735,12.896,2.0072992700729926,200.72992700729927,2588.6131386861316
0.05065211999863095,12.868,2.0072992700729926,200.72992700729927,2582.992700729927
0.06071307899946987,12.892,2.0072992700729926,200.72992700729927,2587.810218978102
0.07077398199908203,12.864,2.0072992700729926,200.72992700729927,2582.189781021898
0.08083503399939218,12.888,1.8248175182481754,200.72992700729927,2587.007299270073
0.09089595499972347,12.868,2.0072992700729926,200.72992700729927,2582.992700729927
0.10095693299990671,12.896,2.0072992700729926,200.72992700729927,2588.6131386861316
0.1110175399990112,12.868,2.0072992700729926,200.72992700729927,2582.992700729927
0.12107849799940595,12.9,2.0072992700729926,200.72992700729927,2589.4160583941607
0.13113921599870082,12.868,2.0072992700729926,200.72992700729927,2582.992700729927
0.14119991599909554,12.896,2.0072992700729926,200.72992700729927,2588.6131386861316
0.15126054099891917,12.872,2.0072992700729926,200.72992700729927,2583.795620437956
0.1613211299991235,12.888,2.0072992700729926,200.72992700729927,2587.007299270073
0.1713809399989259,12.868,2.0072992700729926,200.72992700729927,2582.992700729927
0.18144189899976482,12.892,2.1897810218978107,200.72992700729927,2587.810218978102
0.1915026909991866,12.868,1.8248175182481754,200.72992700729927,2582.992700729927
0.20156333500017354,12.896,2.0072992700729926,200.72992700729927,2588.6131386861316
0.21162408999953186,12.868,2.0072992700729926,200.72992700729927,2582.992700729927
0.22168488199895364,12.896,2.0072992700729926,200.72992700729927,2588.6131386861316
0.23174556300000404,12.872,2.0072992700729926,200.72992700729927,2583.795620437956
0.24180635499942582,12.896,2.0072992700729926,200.72992700729927,2588.6131386861316
0.2518670179997571,12.872,2.0072992700729926,200.72992700729927,2583.795620437956
0.2619272359988827,12.896,1.8248175182481754,218.97810218978103,2823.9416058394163
0.2719876579994889,12.868,2.0072992700729926,200.72992700729927,2582.992700729927
0.2820488010002009,12.896,2.0072992700729926,200.72992700729927,2588.6131386861316
0.29210853799850156,12.864,2.0072992700729926,200.72992700729927,2582.189781021898
0.3021682009984943,12.896,2.0072992700729926,200.72992700729927,2588.6131386861316
0.31222845599950233,12.868,2.0072992700729926,200.72992700729927,2582.992700729927
0.3222892289995798,12.896,2.0072992700729926,200.72992700729927,2588.6131386861316
0.33235002099900157,12.876,2.0072992700729926,200.72992700729927,2584.598540145985
0.3424109239986137,12.892,1.8248175182481754,200.72992700729927,2587.810218978102
0.3524718649987335,12.876,2.0072992700729926,200.72992700729927,2584.598540145985
0.3625332309984515,12.884,2.0072992700729926,200.72992700729927,2586.204379562044
0.37259524499859253,12.876,2.0072992700729926,200.72992700729927,2584.598540145985
0.38265640799909306,12.884,2.1897810218978107,200.72992700729927,2586.204379562044
0.3927171809991705,12.872,2.0072992700729926,200.72992700729927,2583.795620437956
0.4027779179996287,12.888,2.0072992700729926,200.72992700729927,2587.007299270073
0.41283880199989653,12.884,2.0072992700729926,200.72992700729927,2586.204379562044
