subject,informed_accuracy,random_accuracy_mean,random_accuracy_std,gap_pp_mean,unpruned_accuracy,n_keep,n_test
1,0.7853202625797044,0.7137182441829995,0.02615332453838717,7.160201839670499,0.7853202625797044,128,148831
2,0.7131994106443382,0.5833082976964818,0.03206863542750157,12.989111294785637,0.7131994106443382,128,139135
3,0.8225596592354605,0.6995471495133492,0.03154616877740274,12.30125097221113,0.8225596592354605,128,137573
4,0.6421036959839208,0.6067726206870883,0.024792573605559684,3.533107529683255,0.6421036959839208,128,134335
5,0.7441149495567105,0.6722898196270254,0.027783851447723534,7.182512992968515,0.7441149495567105,128,98130
