subject,local_oracle_accuracy,pooled_transfer_accuracy,gap_local_minus_pooled_pp,unpruned_accuracy,n_test
4,0.6304824670233145,0.6234752315067541,0.7007235516560351,0.6304824670233145,100753
5,0.7228087338143181,0.7093302898137203,1.3478444000597833,0.7228087338143181,73599
