subject,informed_accuracy,random_accuracy_mean,random_accuracy_std,gap_pp_mean,unpruned_accuracy,n_keep,n_test
1,0.7690481522956327,0.7036007465472192,0.023782335552536588,6.544740574841357,0.7690481522956327,128,111625
2,0.7003440246087799,0.5871251106021549,0.04313067454896374,11.321891400662498,0.7003440246087799,128,104353
3,0.809763330813514,0.7116693480128962,0.044749699585632415,9.809398280061787,0.809763330813514,128,103182
4,0.6304824670233145,0.6125987977198364,0.0243728539406811,1.7883669303478067,0.6304824670233145,128,100753
5,0.7228087338143181,0.67234880908708,0.024107099115431213,5.045992472723815,0.7228087338143181,128,73599
