subject,local_oracle_accuracy,pooled_transfer_accuracy,gap_local_minus_pooled_pp,unpruned_accuracy,n_test
4,0.6421036959839208,0.6358060073696357,0.6297688614285146,0.6421036959839208,134335
5,0.7441149495567105,0.7332619993885662,1.085295016814436,0.7441149495567105,98130
